asin,title,author,description,text
1482318687,Checkmate,R.L. Mathewson,,Checkmate by R.L. Mathewson
1482319055,True Love Story,Willow Aster,,True Love Story by Willow Aster
1482332574,Fight With Me,Kristen Proby,,Fight With Me by Kristen Proby
1482333139,Plastic Hearts,Lisa De Jong,,Plastic Hearts by Lisa De Jong
148234873X,Beauty From Pain,Georgia Cates,,Beauty From Pain by Georgia Cates
1482524058,Fall Guy,Liz Reinhardt,,Fall Guy by Liz Reinhardt
1482524759,Tangled Beauty,K. L. Middleton,,Tangled Beauty by K. L. Middleton
1482529858,Avoiding Intimacy,K. A. Linde,,Avoiding Intimacy by K. A. Linde
1482571145,Pull,Rachel Van Dyken,,Pull by Rachel Van Dyken
1482594129,Waiting for You,Shey Stahl,,Waiting for You by Shey Stahl
1482596709,Scandalous,H. M. Ward,,Scandalous by H. M. Ward
148261376X,The arrangement,H. M. Ward,"FML is becoming Avery's motto. Just when she doesn't think things could get any worse, they do. When her car stalls out at a busy intersection and she gets out to check under the hood, a guy steals her car. Armed with a dress and a pair of Chucks, Avery runs after the thief. When a hot stranger offers to help, she can't say no. That's how Avery meets Sean Ferro, the totally sexy, totally damaged guy with more secrets than she has time for.","The arrangement by H. M. Ward. FML is becoming Avery's motto. Just when she doesn't think things could get any worse, they do. When her car stalls out at a busy intersection and she gets out to check under the hood, a guy steals her car. Armed with a dress and a pair of Chucks, Avery runs after the thief. When a hot stranger offers to help, she can't say no. That's how Avery meets Sean Ferro, the totally sexy, totally damaged guy with more secrets than she has time for."
1482628961,The arrangement,H. M. Ward,"Avery's life is slipping between her fingers. Everything that she worked to achieve will be gone if she doesn't take this job. The idea of being a call girl doesn't appeal to Avery, but her first client does. Sean is too difficult to resist. The few times she's gotten close to Sean, he shuts down. This might be the opportunity to fix her finances and find love. She just has to have enough guts to go through with it.","The arrangement by H. M. Ward. Avery's life is slipping between her fingers. Everything that she worked to achieve will be gone if she doesn't take this job. The idea of being a call girl doesn't appeal to Avery, but her first client does. Sean is too difficult to resist. The few times she's gotten close to Sean, he shuts down. This might be the opportunity to fix her finances and find love. She just has to have enough guts to go through with it."
1482632462,Fighting for Flight,J. B. Salsbury,,Fighting for Flight by J. B. Salsbury
1482640058,Battlescars,Sophie Monroe,,Battlescars by Sophie Monroe
1482652226,Shattered Promises,Jessica Sorensen,,Shattered Promises by Jessica Sorensen
1482658143,A Different Blue,Amy Harmon,,A Different Blue by Amy Harmon
148265864X,After Math,Denise Grover Swank,,After Math by Denise Grover Swank
1482680858,Bullet,Jade C. Jamison,,Bullet by Jade C. Jamison
1482687240,Demon at My Door,Michelle A. Valentine,,Demon at My Door by Michelle A. Valentine
1482692163,Belong To You,Vi Keeland,,Belong To You by Vi Keeland
1482718529,Moving Forward,Erika Taylor,,Moving Forward by Erika Taylor
1482747634,Surrender Your Love,J. C. Reed,,Surrender Your Love by J. C. Reed
1482767775,Wanted,Kimberly Knight,,Wanted by Kimberly Knight
148276895X,Playing Patience,Tabatha Vargo,,Playing Patience by Tabatha Vargo
1482772973,Present perfect,Alison G. Bailey,"""I've been unsure about many things in my life except for one thing, that I have always loved him. Every single minute of every single day that I have been on this earth, my heart has belonged to him. It has never been a question, never a doubt. The love had taken on many different forms over the years, but it had always been a constant. Everyone has their definition of love. There have been countless songs sung about it. A gazillion books, articles, and poems written about it. There are experts on love who will tell you how to get it, keep it, and get over it. We're led to believe love is complicated. It's not the love that's complicated. It's all the crap that we attach to it and put in front of it that makes it difficult. If you're smart, you'll realize this before it's too late and simplify."" Amanda Kelly spent her entire life trying to control every aspect of it, while striving for perfection. Her obsession with being perfect, along with her feelings of worthlessness, consumed her. The one thing she thought was perfect in her life was the bond she shared with her best friend, Noah. Everything was going according to her life plan until she woke up one day and realized she had fallen in love with him. The one thing she couldn't control was the affect he had on her. Noah had the power to give her one hundred lifetimes of happiness, which also gave him the power to completely devastate her. He was the one thing in her life that was perfect, but she couldn't allow herself to have him. Her life begins to unravel. Events take over and force her to let go of her dreams and desires. She needs to realize that a person cannot control the events in their life, only their reaction to them ... but will it be too late for her to save her relationship with her best friend? Present Perfect is a story of how past events have present consequences and how perfect your present could be if you stopped fighting and just allowed it to happen.","Present perfect by Alison G. Bailey. ""I've been unsure about many things in my life except for one thing, that I have always loved him. Every single minute of every single day that I have been on this earth, my heart has belonged to him. It has never been a question, never a doubt. The love had taken on many different forms over the years, but it had always been a constant. Everyone has their definition of love. There have been countless songs sung about it. A gazillion books, articles, and poems written about it. There are experts on love who will tell you how to get it, keep it, and get over it. We're led to believe love is complicated. It's not the love that's complicated. It's all the crap that we attach to it and put in front of it that makes it difficult. If you're smart, you'll realize this before it's too late and simplify."" Amanda Kelly spent her entire life trying to control every aspect of it, while striving for perfection. Her obsession with being perfect, along with her feelings of worthlessness, consumed her. The one thing she thought was perfect in her life was the bond she shared with her best friend, Noah. Everything was going according to her life plan until she woke up one day and realized she had fallen in love with him. The one thing she couldn't control was the affect he had on her. Noah had the power to give her one hundred lifetimes of happiness, which also gave him the power to completely devastate her. He was the one thing in her life that was perfect, but she couldn't allow herself to have him. Her life begins to unravel. Events take over and force her to let go of her dreams and desires. She needs to realize that a person cannot control the events in their life, only their reaction to them ... but will it be too late for her to save her relationship with her best friend? Present Perfect is a story of how past events have present consequences and how perfect your present could be if you stopped fighting and just allowed it to happen."
1482776472,Translation of Love,Alice Montalvo-Tribue,,Translation of Love by Alice Montalvo-Tribue
1482791285,Breaking the Wrong,Calia Read,,Breaking the Wrong by Calia Read
1482792621,Play with Me,Kristen Proby,,Play with Me by Kristen Proby
1483901890,Dark Prince,S. L. Jennings,,Dark Prince by S. L. Jennings
148390329X,The Love Game,Emma Hart,,The Love Game by Emma Hart
1483912647,Wide Awake,Shelly Crane,,Wide Awake by Shelly Crane
148391366X,Secrets,H. M. Ward,,Secrets by H. M. Ward
1483918432,Picture Perfect,Alessandra Thomas,,Picture Perfect by Alessandra Thomas
1483918777,The Bet,Rachel Van Dyken,,The Bet by Rachel Van Dyken
